"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","age","gender","residing_country","Country_other","residing_province","residing_UK","residing_Colombia","residing_Bolivia","residing_Honduras","residing_CostaRica","residing_Nepal","birth_country","Q74","education","occupation","work_location","study_location","SSS_faml","sss_fair","sss_anger","relationship_status","dependents_no","live_alone","cohabiting_adults_no","cohabiting_kids_no_1","cohabiting_kids_no_2","cohabiting_kids_no_3","homeschooling","covid_self","identity_1_midneutral","identity_2_midneutral","identity_3_midneutral","identity_4_midneutral","perceived_stress_sca_1","perceived_stress_sca_2","perceived_stress_sca_3","perceived_stress_sca_4","perceived_stress_sca_5","perceived_stress_sca_6","perceived_stress_sca_7","perceived_stress_sca_8","perceived_stress_sca_9","perceived_stress_sca_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","primary_stressors_1","primary_stressors_2","primary_stressors_3","primary_stressors_4","secondary_stressors__1","secondary_stressors__2","secondary_stressors__3","secondary_stressors__4","secondary_stressors__5","secondary_stressors__6","secondary_stressors__7","secondary_stressors__8","secondary_stressors__9","secondary_stressors__10","secondary_stressors__11","secondary_stressors__12","secondary_stressors__13","secondary_stressors__14","perceived_support_1_midneutral","perceived_support_2_midneutral","perceived_support_3_midneutral","attention_check","compliance_1","compliance_2","compliance_3","compliance_4","compliance_5","compliance_6","compliance_7","compliance_8","socialinfluence_nor1_1","socialinfluence_nor1_2","socialinfluence_nor1_3","socialinfluence_nor1_4","socialinfluence_nor1_5","socialinfluence_nor1_6","socialinfluence_nor1_7","socialinfluence_nor1_8","socialinfluence_nor2_1","socialinfluence_nor2_2","socialinfluence_nor2_3","socialinfluence_nor2_4","socialinfluence_nor2_5","socialinfluence_nor2_6","socialinfluence_nor2_7","socialinfluence_nor2_8","vaccine_midneutral","vaccine_attitudes_9_midneutral","vaccine_attitudes_2_midneutral","vaccine_attitudes_3_midneutral","vaccine_attitudes_4_midneutral","vaccine_attitudes_5_midneutral","vaccine_attitudes_6_midneutral","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","X0_preamble2","X0_closing","resilience_1","resilience_2","resilience_3","resilience_4","resilience_5","resilience_6","uncertainty_1","uncertainty_2","uncertainty_3","uncertainty_4","uncertainty_5","information_acquisit_1","information_acquisit_2","information_acquisit_3","information_acquisit_4","information_acquisit_5","information_acquisit_6","information_acquisit_7","information_acquisit_7_TEXT","misperception1_1","misperception1_2","misperception2_1","misperception2_2","misperception3_1","misperception3_2","conspirational_think_1","conspirational_think_2","conspirational_think_3","conspirational_think_4","antiexpert_1","antiexpert_2","antiexpert_3","moral.values_1_midneutral","moral.values_2_midneutral","moral.values_3_midneutral","moral.values_4_midneutral","moral.values_5_midneutral","moral.values_6_midneutral","moral.values_7_midneutral","moral.values_8_midneutral","moral.values_9_midneutral","moral.values_10_midneutral","moral.values_11_midneutral","emotions_1_midneutral","emotions_2_midneutral","emotions_3_midneutral","emotions_4_midneutral","emotions_5_midneutral","emotions_6_midneutral","emotions_7_midneutral","emotions_8_midneutral","test","vaccine_0neutral","identity_1_0neutral","identity_2_0neutral","identity_3_0neutral","identity_4_0neutral","perceived_support_1_0neutral","perceived_support_2_0neutral","perceived_support_3_0neutral","vaccine_attitudes_9_0neutral","vaccine_attitudes_2_0neutral","vaccine_attitudes_3_0neutral","vaccine_attitudes_4_0neutral","vaccine_attitudes_5_0neutral","vaccine_attitudes_6_0neutral","emotions_1_0neutral","emotions_2_0neutral","emotions_3_0neutral","emotions_4_0neutral","emotions_5_0neutral","emotions_6_0neutral","emotions_7_0neutral","emotions_8_0neutral","moral.values_1_0neutral","moral.values_2_0neutral","moral.values_3_0neutral","moral.values_4_0neutral","moral.values_5_0neutral","moral.values_6_0neutral","moral.values_7_0neutral","moral.values_8_0neutral","moral.values_9_0neutral","moral.values_10_0neutral","moral.values_11_0neutral","primary_stressors_1.NAppl","primary_stressors_2.NAppl","primary_stressors_3.NAppl","primary_stressors_4.NAppl","secondary_stressors__1.NAppl","secondary_stressors__2.NAppl","secondary_stressors__3.NAppl","secondary_stressors__4.NAppl","secondary_stressors__5.NAppl","secondary_stressors__6.NAppl","secondary_stressors__7.NAppl","secondary_stressors__8.NAppl","secondary_stressors__9.NAppl","secondary_stressors__10.NAppl","secondary_stressors__11.NAppl","secondary_stressors__12.NAppl","secondary_stressors__13.NAppl","secondary_stressors__14.NAppl","compliance_1.NAppl","compliance_2.NAppl","compliance_3.NAppl","compliance_4.NAppl","compliance_5.NAppl","compliance_6.NAppl","compliance_7.NAppl","compliance_8.NAppl","socialinfluence_nor1_1.NAppl","socialinfluence_nor1_2.NAppl","socialinfluence_nor1_3.NAppl","socialinfluence_nor1_4.NAppl","socialinfluence_nor1_5.NAppl","socialinfluence_nor1_6.NAppl","socialinfluence_nor1_7.NAppl","socialinfluence_nor1_8.NAppl","socialinfluence_nor2_1.NAppl","socialinfluence_nor2_2.NAppl","socialinfluence_nor2_3.NAppl","socialinfluence_nor2_4.NAppl","socialinfluence_nor2_5.NAppl","socialinfluence_nor2_6.NAppl","socialinfluence_nor2_7.NAppl","socialinfluence_nor2_8.NAppl","PSS_10_avg","PLON_3_avg","totals","PSUP_3_0neutral_avg","totals.1","PSUP_3_midneutral_avg","VAC_6_0neutral_positive","VAC_6_0neutral_negative","VAC_6_0neutral_avg","VAC_6_midneutral_positive","VAC_6_midneutral_negative","VAC_6_midneutral_avg","RES_6_avg","UNCER_5_total"
2021-06-14 09:20:25,2021-06-14 21:28:10,"IP Address",100,43664,TRUE,2021-06-14 21:28:11,"R_2Eh1mToNB648Axg","anonymous","ES-EC","I hereby consent to take part in the study",28,"Female","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,"University degree (e.g., MA, MSc, BA, BSc)","Self employed","At home",NA,6,6,2,"Dating",0,"No",1,0,0,0,NA,"No",6,6,5,6,2,2,2,3,2,2,3,2,2,1,1,1,1,1,2,2,2,3,3,2,2,0,3,2,NA,NA,NA,NA,NA,NA,3,6,6,5,"Strongly agree",6,7,6,6,4,6,6,6,7,NA,NA,NA,NA,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,4,6,6,6,6,5,6,1,1,1,3,3,3,8,"Next","La relación con mi mamá se ha deteriorado porque a ella le ha afectado emocionalmente y su sensibilidad ha incrementado y ha tenido cambios de humor y falta de sueño",5,5,5,3,4,3,2,2,2,2,2,1,1,1,3,6,1,1,NA,NA,7,1,NA,NA,2,4,7,6,5,2,2,2,3,6,3,2,6,6,7,6,4,2,6,3,2,6,3,3,6,5,6,NA,3,5,5,4,5,5,5,4,5,5,5,5,4,5,3,2,5,3,3,5,4,5,3,5,3,2,5,5,6,5,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,TRUE,4.66666666666667,TRUE,5.66666666666667,5,4.5,3.83333333333333,6,5.5,4.83333333333333,4.5,2
2021-06-14 21:22:20,2021-06-14 21:34:06,"IP Address",100,706,TRUE,2021-06-14 21:34:08,"R_WoGJxrQdWJCiFHP","anonymous","EN","I hereby consent to take part in the study",24,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student",NA,"At home",7,5,2,"Single",0,"No",3,0,0,0,NA,"No",4,4,4,4,3,3,4,2,2,4,2,1,3,4,4,4,4,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,"Strongly agree",7,7,7,7,7,7,2,6,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,5,NA,3,NA,5,7,7,7,5,2,7,2,3,4,7,8,3,9,"Next",NA,2,7,3,6,3,6,3,2,3,3,4,7,7,10,2,7,8,NA,NA,7,NA,NA,1,NA,1,4,6,5,4,4,1,1,6,6,5,4,4,5,7,5,3,4,3,6,4,4,4,4,4,4,4,NA,4,0,0,0,0,0,0,0,6,6,6,4,2,6,5,0,0,0,0,0,0,0,5,5,4,0,0,4,6,4,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,TRUE,0,TRUE,4,6,3,5,7,3.5,6.16666666666667,2.16666666666667,3
2021-06-14 21:22:38,2021-06-14 21:44:46,"IP Address",100,1328,TRUE,2021-06-14 21:44:48,"R_3PtQBlXsXidfgyx","anonymous","ES-CR","I hereby consent to take part in the study",38,"Female","Costa Rica",NA,NA,NA,NA,NA,NA,"San José",NA,"Costa Rica",NA,"Up to 12 years of school","Self employed","At home",NA,5,7,5,"Cohabitating",0,"No",1,0,0,0,NA,"No",6,4,5,5,3,4,3,1,1,2,1,1,4,3,2,4,3,4,4,0,2,4,4,0,1,4,4,4,NA,NA,NA,NA,NA,NA,4,2,6,6,"Strongly agree",6,7,7,5,7,7,7,7,7,NA,NA,NA,3,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,5,7,3,6,7,1,7,4,7,4,10,10,9,9,"Next",NA,5,6,2,7,2,7,5,5,3,1,3,10,9,9,1,9,1,1,NA,7,NA,5,NA,2,NA,4,7,5,7,6,4,1,6,7,5,7,7,7,7,6,5,7,7,7,6,7,1,6,6,7,7,NA,4,5,0,4,4,2,5,5,6,3,5,6,1,6,6,5,6,1,5,5,6,6,5,6,4,6,6,6,6,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3,TRUE,4,TRUE,4.66666666666667,5,3.5,4.16666666666667,5.75,4,5.16666666666667,2.16666666666667,3.4
2021-06-14 21:30:47,2021-06-14 21:50:45,"IP Address",100,1198,TRUE,2021-06-14 21:50:47,"R_2EabyflqIaDzzSV","anonymous","ES-G","I hereby consent to take part in the study",25,"Female","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,"Guatemala",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student,Self employed","At home","At home",8,6,4,"Cohabitating",0,"No",1,0,0,0,NA,"Yes",6,5,3,7,3,2,4,4,3,0,3,3,3,0,1,1,0,4,4,0,1,2,0,0,0,0,3,3,NA,NA,0,0,NA,NA,0,6,6,7,"Strongly agree",5,7,6,5,1,7,2,5,NA,NA,NA,NA,NA,7,NA,4,2,NA,NA,NA,NA,NA,7,NA,2,7,6,6,7,7,5,0,0,2,2,8,0,8,"Next",NA,6,6,3,5,5,2,5,3,2,1,4,1,1,4,1,10,1,1,NA,7,NA,NA,1,2,NA,2,7,3,3,4,2,1,5,7,4,5,7,7,7,7,5,5,4,2,1,6,2,2,6,6,7,NA,2,5,4,3,6,5,5,6,6,5,5,6,6,4,2,1,5,2,2,5,5,6,4,6,0,4,6,6,6,6,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.666666666666667,TRUE,5.33333333333333,TRUE,6.33333333333333,5,6,3.33333333333333,6,7,4.33333333333333,4.16666666666667,3
2021-06-14 21:33:45,2021-06-14 21:59:10,"IP Address",100,1524,TRUE,2021-06-14 21:59:11,"R_12hcIyz1RUm3k50","anonymous","EN","I hereby consent to take part in the study",24,"Male","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student,Unemployed",NA,"At home",5,6,2,"Single",0,"No",4,0,0,0,NA,"No",6,2,6,6,2,3,2,3,2,1,3,2,2,3,4,2,3,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,"Strongly agree",2,7,7,5,7,7,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,7,7,7,5,1,7,3,3,0,7,7,5,10,"Next","I have HIV. I am under treatment for almost 4 years. I always feel anxious when I have some business with the hospital. Because I am worried that I might meet someone who are my relatives or someone who know my family and myself. I am worried they will know my health status. For example, I will get my vaccination in the future, however, this insecurity and worries hit me.",6,5,6,3,3,3,3,3,4,2,1,1,2,6,1,1,1,1,NA,NA,7,4,NA,4,NA,1,5,4,4,2,1,1,6,7,4,6,7,7,7,7,2,6,2,7,7,2,7,7,5,5,5,NA,4,5,2,5,5,3,2,3,6,6,6,4,1,6,6,6,2,6,6,4,4,4,5,6,0,5,6,6,6,6,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3,TRUE,2.66666666666667,TRUE,2.66666666666667,6,2.5,5.16666666666667,7,3,6.33333333333333,4.66666666666667,2.6
2021-06-14 20:12:43,2021-06-14 22:00:30,"IP Address",100,6466,TRUE,2021-06-14 22:00:31,"R_1g6CnGqEUFi347l","anonymous","EN","I hereby consent to take part in the study",32,"Male","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",7,6,2,"Married",2,"No",6,1,0,0,"Most of the time","No",5,4,4,4,2,2,2,2,2,1,3,2,2,3,2,1,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,"Strongly agree",6,6,6,6,6,6,6,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,7,7,7,4,2,6,1,2,4,3,5,0,8,"Submit and quit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0,4,4,6,6,6,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.33333333333333,TRUE,2.66666666666667,TRUE,4.66666666666667,5.75,1,5.5,6.75,3,6.16666666666667,NA,NA
2021-06-14 21:52:48,2021-06-14 22:08:47,"IP Address",100,958,TRUE,2021-06-14 22:08:49,"R_2OPakt0wvXdW2Ea","anonymous","EN","I hereby consent to take part in the study",22,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",7,5,1,"Single",0,"No",3,0,0,0,NA,"No",7,6,5,6,1,1,1,3,3,2,4,3,0,1,0,0,0,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,"Strongly agree",7,7,6,5,7,7,5,7,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,6,5,NA,4,7,7,6,4,5,7,7,6,6,7,10,6,6,"Next",NA,6,3,5,3,4,3,1,2,1,1,1,1,1,10,1,10,1,1,NA,7,NA,2,NA,NA,2,4,5,4,4,1,1,2,7,7,3,6,7,7,7,6,4,6,6,5,1,7,5,1,7,7,7,NA,3,6,5,4,5,6,5,5,6,6,5,0,4,6,4,1,6,4,1,6,6,6,6,6,3,5,6,6,6,5,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,TRUE,5.33333333333333,TRUE,6.33333333333333,5.75,2,5.16666666666667,6.75,4.5,5.66666666666667,5,1.2
2021-06-14 21:54:59,2021-06-14 22:13:08,"IP Address",100,1088,TRUE,2021-06-14 22:13:11,"R_1BQ2MZIOAgioCv3","anonymous","EN","I hereby consent to take part in the study",38,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,6,6,1,"Married",5,"No",2,1,2,0,"Most of the time","No",7,6,6,6,3,3,2,2,2,3,2,1,2,2,1,0,1,4,4,3,4,1,1,0,0,0,0,1,NA,NA,NA,NA,2,3,4,6,6,5,"Strongly agree",7,7,6,7,7,NA,1,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,5,4,5,7,5,6,6,0,5,5,7,8,1,8,"Next",NA,6,3,6,2,6,2,4,4,1,3,2,8,9,8,1,7,7,1,NA,7,NA,5,NA,4,NA,2,5,3,4,2,1,1,6,7,5,5,7,7,7,6,2,2,4,3,1,5,1,1,6,6,6,NA,4,6,5,5,5,5,5,4,0,4,6,4,5,5,3,1,4,1,1,5,5,5,5,6,4,4,6,6,6,5,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.666666666666667,TRUE,4.66666666666667,TRUE,5.66666666666667,3.75,4.5,3,5.5,5.5,4.5,5.83333333333333,2.8
2021-06-14 22:01:30,2021-06-14 22:20:54,"IP Address",100,1163,TRUE,2021-06-14 22:20:56,"R_2QlHAphk64ppxgE","anonymous","ES-CR","I hereby consent to take part in the study",28,"Female","Costa Rica",NA,NA,NA,NA,NA,NA,"Puntarenas",NA,"Costa Rica",NA,"University degree (e.g., MA, MSc, BA, BSc)","Self employed","Other locations",NA,2,1,6,"Single",0,"No",2,0,0,0,NA,"No",6,3,2,6,2,3,4,2,1,4,2,3,1,3,2,1,3,2,2,2,2,4,4,2,2,NA,2,0,NA,NA,NA,NA,NA,NA,2,4,2,7,"Strongly agree",3,7,3,6,5,5,5,6,NA,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,NA,NA,NA,7,5,7,7,6,4,6,7,0,0,2,8,3,5,7,"Submit and quit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,5,0,2,6,6,6,5,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,TRUE,2.66666666666667,TRUE,4.33333333333333,5.75,2.5,5,6.75,5,5.5,NA,NA
2021-06-14 22:26:01,2021-06-14 22:39:34,"IP Address",100,813,TRUE,2021-06-14 22:39:35,"R_3j1HN1wBuuJb5qj","anonymous","SK","I hereby consent to take part in the study",28,"Female","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,4,5,3,"Married",0,"No",2,0,0,1,"Not at all","No",7,3,4,5,3,3,4,1,2,3,2,0,3,2,1,2,2,1,1,1,1,1,1,4,0,1,1,2,NA,NA,NA,NA,0,0,0,6,7,7,"Strongly agree",7,7,7,7,7,7,2,7,NA,NA,7,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,7,5,7,7,6,6,2,7,1,0,1,5,10,0,7,"Next",NA,2,7,1,7,2,7,5,5,4,5,5,2,3,3,1,8,1,1,NA,NA,7,NA,1,1,NA,1,6,4,4,4,2,3,5,7,2,5,7,7,7,6,6,2,5,6,6,2,2,6,5,2,6,NA,4,6,3,0,4,5,6,6,6,6,5,5,2,6,5,5,2,2,5,4,2,5,4,6,2,4,6,6,6,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.66666666666667,TRUE,5.66666666666667,TRUE,6.66666666666667,5.75,3.5,4.66666666666667,6.75,4,5.83333333333333,1.33333333333333,4.8
2021-06-14 22:34:37,2021-06-14 22:49:47,"IP Address",100,909,TRUE,2021-06-14 22:49:48,"R_1q7JhLqDbi6u86D","anonymous","ES-G","I hereby consent to take part in the study",33,"Female","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,"Guatemala",NA,"Up to 12 years of school","Full time employed,Self employed","At home",NA,7,6,4,"Separated / divorced",3,"No",0,0,2,1,"The entire time","No",3,3,1,3,2,3,4,2,1,2,2,1,2,4,4,4,4,3,3,0,0,4,4,4,4,NA,2,1,NA,NA,NA,NA,4,1,3,7,6,3,"Strongly agree",7,7,4,7,5,7,7,7,NA,7,NA,5,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,4,6,6,6,4,2,5,0,0,0,0,5,1,5,"Next",NA,6,3,6,3,3,3,4,3,1,2,4,1,8,1,1,8,6,1,NA,NA,6,NA,1,4,NA,4,6,6,5,5,2,2,6,6,5,7,7,7,7,6,5,7,7,7,6,7,7,5,4,7,7,NA,3,3,3,1,3,6,5,3,5,5,5,0,2,4,6,5,6,6,4,0,6,6,5,5,4,6,6,6,6,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,4,TRUE,4.66666666666667,TRUE,5.33333333333333,4.75,1,4.83333333333333,5.75,3,5.5,5,2.8
2021-06-14 22:11:12,2021-06-14 22:49:52,"IP Address",100,2319,TRUE,2021-06-14 22:49:53,"R_WxhB9U8TWNz6vxn","anonymous","EN","I hereby consent to take part in the study",37,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student,Full time employed","At home","At home",5,6,4,"Single",1,"No",3,0,0,0,NA,"Don't know",5,5,5,5,2,2,2,3,3,2,2,2,1,1,2,2,2,1,3,2,2,0,1,4,3,NA,0,1,NA,NA,1,NA,NA,NA,4,5,6,6,"Strongly agree",6,7,7,6,7,7,2,7,5,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,6,5,7,7,7,7,1,7,5,6,8,9,9,7,9,"Next",NA,5,2,5,3,5,2,1,2,2,2,2,10,8,10,2,10,8,1,NA,NA,7,NA,1,NA,1,2,5,5,4,4,2,2,6,7,5,6,4,6,7,6,4,6,4,6,2,6,5,5,6,6,6,NA,4,4,4,4,4,4,5,5,6,6,6,6,1,6,5,2,5,4,4,5,5,5,5,6,4,5,0,5,6,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2,TRUE,4.66666666666667,TRUE,5.66666666666667,6,3.5,4.83333333333333,7,4,6,5.33333333333333,1.8
2021-06-14 22:45:17,2021-06-14 23:07:47,"IP Address",100,1350,TRUE,2021-06-14 23:07:49,"R_2CCy8LTvfeM241P","anonymous","EN","I hereby consent to take part in the study",20,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",6,6,1,"Single",0,"No",4,0,0,0,NA,"Don't know",6,5,6,6,2,3,3,0,0,4,2,0,2,3,2,0,0,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"Strongly agree",6,7,6,6,7,7,1,7,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,6,NA,NA,NA,7,5,7,7,7,5,3,7,1,6,6,9,8,2,10,"Next",NA,6,6,2,5,2,7,3,1,2,2,2,2,10,10,1,8,7,NA,NA,NA,7,NA,1,1,NA,3,6,2,2,2,2,1,7,7,4,6,7,7,7,7,6,2,4,6,2,3,2,2,3,3,3,NA,4,5,4,5,5,1,2,2,6,6,6,4,3,6,5,2,3,2,2,3,3,3,6,6,0,5,6,6,6,6,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,0.666666666666667,TRUE,1.66666666666667,TRUE,1.66666666666667,6,3.5,4.83333333333333,7,4,6,2.66666666666667,2
2021-06-14 22:33:53,2021-06-14 23:24:18,"IP Address",100,3024,TRUE,2021-06-14 23:24:20,"R_3FJt782BkuuQqSi","anonymous","EN","I hereby consent to take part in the study",21,"Female","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"Malaysia",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",5,4,2,"Dating",0,"No",2,0,0,1,"Not at all","No",7,7,3,6,4,4,4,2,1,4,2,3,4,4,4,4,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,"Strongly agree",5,7,7,7,7,7,1,7,NA,7,NA,NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,5,7,7,7,5,3,7,5,6,9,5,10,4,10,"Next",NA,1,6,2,6,1,7,3,2,5,5,5,1,10,7,1,10,1,1,NA,7,NA,4,NA,2,NA,4,7,4,4,2,2,2,6,7,3,5,6,6,7,7,3,7,5,7,6,7,7,1,5,7,1,NA,4,6,6,3,5,6,5,0,6,6,6,4,3,6,6,5,6,6,1,4,6,1,5,6,3,4,5,5,6,6,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4,TRUE,3.66666666666667,TRUE,5.66666666666667,6,3.5,4.83333333333333,7,4,6,1.5,4
